date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-07-01 00:00:00,41.13000106811523,12.480999946594238,36.5359992980957,9.354999542236328,4.423999786376953,1.3109999895095823,38.6619987487793
2016-07-01 01:00:00,37.52799987792969,10.13599967956543,33.93600082397461,7.532000064849853,4.434999942779541,1.2150000333786009,37.124000549316406
2016-07-01 02:00:00,37.946998596191406,11.309000015258787,35.33000183105469,9.006999969482422,2.0999999046325684,0.0,36.46500015258789
2016-07-01 03:00:00,38.95199966430664,11.895000457763672,35.54399871826172,9.435999870300293,3.380000114440918,1.2150000333786009,33.60850143432617
2016-07-01 04:00:00,38.11399841308594,11.47599983215332,35.40999984741211,9.623000144958496,2.0360000133514404,0.0,31.850500106811523
2016-07-01 05:00:00,36.77399826049805,10.973999977111816,34.928001403808594,9.248000144958496,2.0360000133514404,0.0,30.53199958801269
2016-07-01 06:00:00,39.0359992980957,11.810999870300293,37.15299987792969,10.079000473022461,2.0360000133514404,0.0,30.093000411987305
2016-07-01 07:00:00,39.37099838256836,11.309000015258787,36.5359992980957,9.409000396728516,2.068000078201294,0.0,29.87299919128418
2016-07-01 08:00:00,33.92599868774414,8.461000442504883,31.89900016784668,6.486999988555907,2.0150001049041752,0.0,29.65299987792969
2016-07-01 09:00:00,38.44900131225586,13.904999732971193,37.2869987487793,12.142999649047852,1.2690000534057615,0.0,29.21349906921387
2016-07-01 10:00:00,35.93600082397461,9.550000190734863,34.257999420166016,8.041999816894531,1.2690000534057615,0.0,27.45599937438965
2016-07-01 11:00:00,35.76900100708008,9.465999603271484,33.93600082397461,7.907999992370605,1.2690000534057615,0.0,27.45599937438965
2016-07-01 12:00:00,40.20899963378906,12.984000205993652,38.76100158691406,11.097999572753906,1.343000054359436,0.0,27.236499786376953
2016-07-01 13:00:00,37.025001525878906,11.895000457763672,35.73199844360352,10.427000045776367,1.3860000371932983,0.0,26.57699966430664
2016-07-01 14:00:00,39.95700073242188,13.319000244140625,38.573001861572266,11.418999671936035,1.2899999618530271,0.0,26.79700088500977
2016-07-01 15:00:00,40.29199981689453,13.487000465393065,39.055999755859375,11.875,1.2690000534057615,0.0,26.79700088500977
2016-07-01 16:00:00,40.87900161743164,13.56999969482422,39.45800018310547,11.847999572753904,1.493000030517578,0.0,26.79700088500977
2016-07-01 17:00:00,42.1349983215332,13.402999877929688,39.24399948120117,11.28499984741211,2.7079999446868896,0.0,26.57749938964844
2016-07-01 18:00:00,42.72200012207031,13.98900032043457,39.37799835205078,11.607000350952148,2.7079999446868896,0.0,26.57749938964844
2016-07-01 19:00:00,37.361000061035156,10.470999717712402,34.472000122070305,8.604999542236326,2.7079999446868896,0.0,26.13750076293945
2016-07-01 20:00:00,41.13000106811523,12.64900016784668,37.76900100708008,10.401000022888184,2.7079999446868896,0.0,26.13750076293945
2016-07-01 21:00:00,36.52299880981445,10.470999717712402,33.50699996948242,8.496999740600586,2.7079999446868896,0.0,25.69849967956543
2016-07-01 22:00:00,36.104000091552734,10.38700008392334,34.12400054931641,9.006999969482422,2.7079999446868896,0.0,25.917999267578125
2016-07-01 23:00:00,36.43899917602539,10.638999938964844,33.47999954223633,8.925999641418457,2.7079999446868896,0.0,25.917999267578125
2016-07-02 00:00:00,35.60100173950195,11.47599983215332,33.69499969482422,9.890999794006348,1.5349999666213991,0.0,25.917999267578125
2016-07-02 01:00:00,32.92100143432617,9.968000411987305,32.273998260498054,8.819000244140625,0.0,0.0,26.357500076293945
2016-07-02 02:00:00,31.32900047302246,9.550000190734863,30.3439998626709,8.496999740600586,0.0,0.0,26.13750076293945
2016-07-02 03:00:00,30.65900039672852,9.21399974822998,29.834999084472656,8.255999565124513,0.0,0.0,25.69849967956543
2016-07-02 04:00:00,30.82699966430664,9.130999565124512,29.75399971008301,8.015000343322754,1.2150000333786009,0.0,25.69849967956543
2016-07-02 05:00:00,29.48600006103516,8.293000221252441,28.54800033569336,7.1570000648498535,0.0,0.0,25.917999267578125
2016-07-02 06:00:00,30.072999954223643,7.454999923706055,28.68199920654297,6.111999988555907,1.2899999618530271,0.0,25.917999267578125
2016-07-02 07:00:00,33.088001251220696,8.711999893188478,30.961000442504893,7.0229997634887695,1.2580000162124634,0.0,25.917999267578125
2016-07-02 08:00:00,34.09400177001953,8.878999710083008,31.54999923706055,7.3979997634887695,2.483999967575073,0.0,25.478500366210927
2016-07-02 09:00:00,34.59600067138672,9.381999969482422,31.97900009155273,7.61299991607666,2.483999967575073,0.0,25.697999954223643
2016-07-02 10:00:00,29.82099914550781,8.125,27.50300025939941,6.620999813079834,2.483999967575073,0.0,25.917999267578125
2016-07-02 11:00:00,31.58099937438965,7.706999778747559,28.76300048828125,6.004000186920166,2.483999967575073,0.0,25.917999267578125
2016-07-02 12:00:00,30.57500076293945,7.203999996185303,27.95800018310547,5.789999961853027,2.483999967575073,0.0,26.13750076293945
2016-07-02 13:00:00,30.1560001373291,7.203999996185303,27.395000457763672,5.5219998359680185,2.483999967575073,0.0,26.357500076293945
2016-07-02 14:00:00,29.319000244140625,6.449999809265138,26.40399932861328,4.879000186920166,2.483999967575073,0.0,26.57749938964844
2016-07-02 15:00:00,30.90999984741211,7.454999923706055,27.82399940490723,5.736000061035156,2.483999967575073,0.0,27.45599937438965
2016-07-02 16:00:00,32.333999633789055,8.711999893188478,28.36000061035156,6.620999813079834,3.88100004196167,1.22599995136261,27.67600059509277
2016-07-02 17:00:00,32.16699981689453,7.706999778747559,28.36000061035156,5.736000061035156,3.763000011444092,0.0,28.11549949645996
2016-07-02 18:00:00,31.832000732421875,7.539000034332275,28.95000076293945,5.789999961853027,3.753000020980835,0.0,28.554500579833984
2016-07-02 19:00:00,32.250999450683594,8.293000221252441,27.82399940490723,5.978000164031982,3.753000020980835,1.22599995136261,28.77449989318848
2016-07-02 20:00:00,31.916000366210927,7.539000034332275,27.42200088500977,5.388000011444092,5.043000221252441,1.2369999885559082,29.653499603271484
2016-07-02 21:00:00,31.32900047302246,8.376999855041504,28.68199920654297,6.5939998626708975,3.6040000915527344,0.0,29.21349906921387
2016-07-02 22:00:00,36.104000091552734,9.550000190734863,32.514999389648445,7.1570000648498535,4.882999897003174,1.5889999866485596,27.89550018310547
2016-07-02 23:00:00,36.02000045776367,10.052000045776367,32.569000244140625,7.907999992370605,3.433000087738037,0.0,27.236499786376953
2016-07-03 00:00:00,36.35499954223633,9.968000411987305,32.514999389648445,7.827000141143799,3.433000087738037,0.0,27.675500869750977
2016-07-03 01:00:00,35.182998657226555,12.062999725341795,31.38999938964844,9.784000396728516,3.433000087738037,1.3220000267028809,28.554500579833984
2016-07-03 02:00:00,36.858001708984375,11.225000381469727,32.67599868774414,8.791999816894531,3.433000087738037,1.2369999885559082,28.554500579833984
2016-07-03 03:00:00,35.182998657226555,10.470999717712402,32.060001373291016,8.52400016784668,3.433000087738037,0.0,28.554500579833984
2016-07-03 04:00:00,32.16699981689453,8.878999710083008,28.708999633789066,6.915999889373777,3.433000087738037,0.0,28.11549949645996
2016-07-03 05:00:00,34.009998321533196,10.13599967956543,30.45100021362305,8.282999992370605,3.433000087738037,0.0,28.11549949645996
2016-07-03 06:00:00,34.17699813842773,10.220000267028807,32.30099868774414,8.899999618530273,1.9830000400543213,0.0,27.89550018310547
2016-07-03 07:00:00,32.75299835205078,8.963000297546387,29.5939998626709,7.077000141143799,3.1559998989105225,0.0,27.675500869750977
2016-07-03 08:00:00,32.417999267578125,8.878999710083008,29.4060001373291,7.130000114440918,3.1559998989105225,0.0,27.236499786376953
2016-07-03 09:00:00,29.56999969482422,10.722000122070312,27.341999053955078,9.56999969482422,3.1559998989105225,0.0,28.11549949645996
2016-07-03 10:00:00,34.512001037597656,12.062999725341795,30.98699951171875,9.99899959564209,3.1559998989105225,0.0,28.77400016784668
2016-07-03 11:00:00,33.590999603271484,11.392000198364258,29.9689998626709,9.32800006866455,3.1559998989105225,0.0,29.653499603271484
2016-07-03 12:00:00,35.518001556396484,12.815999984741213,32.03300094604492,10.722000122070312,3.1559998989105225,0.0,31.41150093078613
2016-07-03 13:00:00,35.685001373291016,13.152000427246096,33.13199996948242,11.071000099182127,3.1559998989105225,0.0,31.41150093078613
2016-07-03 14:00:00,33.84199905395508,12.480999946594238,30.61199951171875,10.401000022888184,3.0169999599456787,0.0,31.41150093078613
2016-07-03 15:00:00,32.669998168945305,12.314000129699707,29.86199951171875,10.29300022125244,3.0169999599456787,0.0,31.41150093078613
2016-07-03 16:00:00,34.09400177001953,12.314000129699707,31.06800079345703,10.29300022125244,3.0169999599456787,0.0,32.509998321533196
2016-07-03 17:00:00,40.459999084472656,14.324000358581545,36.8849983215332,11.847999572753904,3.0169999599456787,0.0,32.72949981689453
2016-07-03 18:00:00,40.29199981689453,13.654000282287598,37.04600143432617,11.5,3.0169999599456787,0.0,32.94900131225586
2016-07-03 19:00:00,35.60100173950195,11.392000198364258,32.72999954223633,9.354999542236328,2.5160000324249268,0.0,32.94900131225586
2016-07-03 20:00:00,37.361000061035156,11.644000053405762,34.097000122070305,9.48900032043457,3.92300009727478,0.0,31.850500106811523
2016-07-03 21:00:00,38.28200149536133,12.732999801635742,35.089000701904304,10.588000297546387,3.92300009727478,0.0,30.75200080871582
2016-07-03 22:00:00,38.198001861572266,13.067999839782715,34.365001678466804,10.560999870300293,3.92300009727478,1.246999979019165,29.87299919128418
2016-07-03 23:00:00,37.52799987792969,12.64900016784668,33.990001678466804,10.401000022888184,3.4219999313354488,0.0,29.43350028991699
2016-07-04 00:00:00,36.43899917602539,13.152000427246096,33.990001678466804,10.989999771118164,3.325999975204468,0.0,28.993999481201172
2016-07-04 01:00:00,37.361000061035156,13.56999969482422,35.4640007019043,11.982000350952148,2.0999999046325684,0.0,28.334999084472656
2016-07-04 02:00:00,31.2450008392334,10.220000267028807,29.351999282836914,8.819000244140625,1.940000057220459,0.0,28.77449989318848
2016-07-04 03:00:00,34.68000030517578,12.732999801635742,32.38100051879883,11.12399959564209,1.940000057220459,0.0,28.55500030517578
2016-07-04 04:00:00,31.16200065612793,11.5600004196167,29.13800048828125,9.595999717712402,1.919000029563904,0.0,28.55500030517578
2016-07-04 05:00:00,33.34000015258789,12.5649995803833,30.53199958801269,10.642000198364258,3.1879999637603764,0.0,28.334999084472656
2016-07-04 06:00:00,38.198001861572266,13.821999549865724,34.713001251220696,11.66100025177002,3.1879999637603764,0.0,27.89550018310547
2016-07-04 07:00:00,37.77899932861328,13.654000282287598,34.41899871826172,11.472999572753904,3.2090001106262207,0.0,27.67600059509277
2016-07-04 08:00:00,33.84199905395508,9.465999603271484,31.631000518798828,8.203000068664549,1.962000012397766,0.0,27.89550018310547
2016-07-04 09:00:00,35.93600082397461,11.47599983215332,34.01599884033203,9.890999794006348,1.962000012397766,0.0,28.993999481201172
2016-07-04 10:00:00,35.014999389648445,10.052000045776367,32.89099884033203,8.416999816894531,1.962000012397766,0.0,30.97150039672852
2016-07-04 11:00:00,38.28200149536133,12.64900016784668,36.027000427246094,10.722000122070312,1.962000012397766,0.0,32.50949859619141
2016-07-04 12:00:00,41.96799850463867,13.654000282287598,39.67300033569336,11.741000175476074,1.962000012397766,0.0,35.146499633789055
2016-07-04 13:00:00,40.459999084472656,13.487000465393065,38.49300003051758,11.579999923706055,1.962000012397766,0.0,36.46500015258789
2016-07-04 14:00:00,38.78499984741211,13.067999839782715,36.7509994506836,11.178000450134276,1.962000012397766,0.0,37.78350067138672
2016-07-04 15:00:00,39.790000915527344,12.39799976348877,37.823001861572266,10.614999771118164,1.962000012397766,0.0,37.34349822998047
2016-07-04 16:00:00,38.86800003051758,12.480999946594238,36.777000427246094,10.480999946594238,1.962000012397766,0.0,36.90449905395508
2016-07-04 17:00:00,39.62200164794922,12.39799976348877,36.9379997253418,10.213000297546387,1.962000012397766,0.0,33.827999114990234
2016-07-04 18:00:00,43.97800064086914,13.487000465393065,40.28900146484375,10.776000022888184,3.1879999637603764,0.0,32.94900131225586
2016-07-04 19:00:00,37.44400024414063,9.968000411987305,34.98199844360352,7.747000217437744,3.1879999637603764,0.0,33.16899871826172
2016-07-04 20:00:00,40.29199981689453,11.979000091552734,36.027000427246094,9.11400032043457,4.370999813079834,1.3109999895095823,32.72949981689453
2016-07-04 21:00:00,41.38100051879883,12.314000129699707,38.62699890136719,10.079000473022461,3.0920000076293945,0.0,32.070499420166016
2016-07-04 22:00:00,36.52299880981445,9.800999641418457,33.21200180053711,7.692999839782715,4.455999851226807,0.0,31.631000518798828
2016-07-04 23:00:00,37.025001525878906,10.805999755859377,33.077999114990234,8.604999542236326,4.446000099182129,1.246999979019165,31.631000518798828
2016-07-05 00:00:00,35.518001556396484,10.220000267028807,32.30099868774414,8.444000244140625,3.2090001106262207,0.0,31.41150093078613
2016-07-05 01:00:00,34.429000854492195,9.465999603271484,31.09499931335449,7.479000091552732,3.2090001106262207,0.0,30.97150039672852
2016-07-05 02:00:00,35.60100173950195,10.38700008392334,32.194000244140625,8.550999641418457,3.220000028610228,0.0,30.53249931335449
